"Alter1_ID","Alter2_ID","Weight","Ego_ID"
"DAVOS","SHIREEN",38,"STANNIS"
"SELYSE","SHIREEN",2,"STANNIS"
"BALON","CATELYN",2,"THEON"
"BRAN","CATELYN",44,"THEON"
"CATELYN","GREATJON_UMBER",11,"THEON"
"BRAN","HODOR",78,"THEON"
"BRAN","JAIME",9,"THEON"
"CATELYN","JAIME",61,"THEON"
"GREATJON_UMBER","JAIME",3,"THEON"
"BRAN","JON",27,"THEON"
"CATELYN","JON",16,"THEON"
"HODOR","JON",2,"THEON"
"JAIME","JON",12,"THEON"
"JAIME","JORY_CASSEL",27,"THEON"
"BRAN","MAESTER_LUWIN",84,"THEON"
"CATELYN","MAESTER_LUWIN",26,"THEON"
"HODOR","MAESTER_LUWIN",9,"THEON"
"BALON","NED",5,"THEON"
"BRAN","NED",34,"THEON"
"CATELYN","NED",77,"THEON"
"GREATJON_UMBER","NED",2,"THEON"
"JAIME","NED",60,"THEON"
"JON","NED",36,"THEON"
"JORY_CASSEL","NED",44,"THEON"
"MAESTER_LUWIN","NED",5,"THEON"
"BRAN","OLD_NAN",9,"THEON"
"BRAN","OSHA",153,"THEON"
"HODOR","OSHA",38,"THEON"
"JON","OSHA",3,"THEON"
"MAESTER_LUWIN","OSHA",26,"THEON"
"CATELYN","RICKARD_KARSTARK",22,"THEON"
"GREATJON_UMBER","RICKARD_KARSTARK",2,"THEON"
"JAIME","RICKARD_KARSTARK",4,"THEON"
"NED","RICKARD_KARSTARK",2,"THEON"
"BRAN","RICKON",72,"THEON"
"CATELYN","RICKON",4,"THEON"
"HODOR","RICKON",25,"THEON"
"JON","RICKON",2,"THEON"
"MAESTER_LUWIN","RICKON",4,"THEON"
"OSHA","RICKON",34,"THEON"
"BALON","ROBB",10,"THEON"
"BRAN","ROBB",59,"THEON"
"CATELYN","ROBB",224,"THEON"
"GREATJON_UMBER","ROBB",31,"THEON"
"HODOR","ROBB",3,"THEON"
"JAIME","ROBB",44,"THEON"
"JON","ROBB",25,"THEON"
"MAESTER_LUWIN","ROBB",17,"THEON"
"NED","ROBB",38,"THEON"
"OLD_NAN","ROBB",4,"THEON"
"OSHA","ROBB",10,"THEON"
"RICKARD_KARSTARK","ROBB",52,"THEON"
"RICKON","ROBB",5,"THEON"
"BRAN","ROBERT",7,"THEON"
"CATELYN","ROBERT",15,"THEON"
"JAIME","ROBERT",23,"THEON"
"JON","ROBERT",3,"THEON"
"JORY_CASSEL","ROBERT",4,"THEON"
"MAESTER_LUWIN","ROBERT",2,"THEON"
"NED","ROBERT",199,"THEON"
"ROBB","ROBERT",5,"THEON"
"BRAN","RODRIK",23,"THEON"
"CATELYN","RODRIK",28,"THEON"
"GREATJON_UMBER","RODRIK",7,"THEON"
"JON","RODRIK",2,"THEON"
"MAESTER_LUWIN","RODRIK",7,"THEON"
"NED","RODRIK",12,"THEON"
"RICKON","RODRIK",2,"THEON"
"ROBB","RODRIK",16,"THEON"
"BALON","ROOSE_BOLTON",2,"THEON"
"CATELYN","ROOSE_BOLTON",17,"THEON"
"JAIME","ROOSE_BOLTON",29,"THEON"
"NED","ROOSE_BOLTON",2,"THEON"
"RICKARD_KARSTARK","ROOSE_BOLTON",6,"THEON"
"ROBB","ROOSE_BOLTON",51,"THEON"
"BALON","TYRION",2,"THEON"
"BRAN","TYRION",15,"THEON"
"CATELYN","TYRION",49,"THEON"
"HODOR","TYRION",3,"THEON"
"JAIME","TYRION",50,"THEON"
"JON","TYRION",45,"THEON"
"MAESTER_LUWIN","TYRION",7,"THEON"
"NED","TYRION",23,"THEON"
"ROBB","TYRION",19,"THEON"
"ROBERT","TYRION",10,"THEON"
"RODRIK","TYRION",9,"THEON"
"CATELYN","VARYS",11,"THEON"
"NED","VARYS",102,"THEON"
"ROBB","VARYS",4,"THEON"
"ROBERT","VARYS",11,"THEON"
"TYRION","VARYS",129,"THEON"
"CATELYN","WALDER",53,"THEON"
"GREATJON_UMBER","WALDER",2,"THEON"
"RICKARD_KARSTARK","WALDER",2,"THEON"
"ROBB","WALDER",33,"THEON"
"ROOSE_BOLTON","WALDER",23,"THEON"
"TYRION","WALDER",2,"THEON"
"BRAN","WILL",3,"THEON"
"JON","WILL",3,"THEON"
"NED","WILL",3,"THEON"
"MAESTER_LUWIN","BLACK_LORREN",2,"THEON"
"OSHA","BLACK_LORREN",2,"THEON"
"RODRIK","BLACK_LORREN",3,"THEON"
"BRAN","DAGMER",6,"THEON"
"HODOR","DAGMER",2,"THEON"
"MAESTER_LUWIN","DAGMER",5,"THEON"
"OSHA","DAGMER",3,"THEON"
"RICKON","DAGMER",4,"THEON"
"RODRIK","DAGMER",3,"THEON"
"BLACK_LORREN","DAGMER",7,"THEON"
"BRAN","FARLEN",6,"THEON"
"RICKON","FARLEN",2,"THEON"
"DAGMER","FARLEN",2,"THEON"
"BALON","RAMSAY",4,"THEON"
"ROBB","RAMSAY",3,"THEON"
"ROOSE_BOLTON","RAMSAY",7,"THEON"
"JAIME","TORRHEN",3,"THEON"
"RICKARD_KARSTARK","TORRHEN",4,"THEON"
"BALON","YARA",26,"THEON"
"NED","YARA",3,"THEON"
"ROBB","YARA",4,"THEON"
"DAGMER","YARA",2,"THEON"
"RAMSAY","YARA",4,"THEON"
"RAMSAY","MYRANDA",2,"THEON"
"RAMSAY","VIOLET",2,"THEON"
"MYRANDA","VIOLET",22,"THEON"
"CERSEI","HOUND",12,"TOMMEN"
"CERSEI","ILYN_PAYNE",8,"TOMMEN"
"HOUND","ILYN_PAYNE",5,"TOMMEN"
"CERSEI","JOFFREY",158,"TOMMEN"
"HOUND","JOFFREY",67,"TOMMEN"
"ILYN_PAYNE","JOFFREY",6,"TOMMEN"
"CERSEI","LANCEL",27,"TOMMEN"
"HOUND","LANCEL",9,"TOMMEN"
"ILYN_PAYNE","LANCEL",2,"TOMMEN"
"JOFFREY","LANCEL",12,"TOMMEN"
"CERSEI","LORAS",20,"TOMMEN"
"HOUND","LORAS",4,"TOMMEN"
"JOFFREY","LORAS",16,"TOMMEN"
"CERSEI","MERYN_TRANT",15,"TOMMEN"
"HOUND","MERYN_TRANT",15,"TOMMEN"
"ILYN_PAYNE","MERYN_TRANT",4,"TOMMEN"
"JOFFREY","MERYN_TRANT",29,"TOMMEN"
"CERSEI","MYRCELLA",12,"TOMMEN"
"JOFFREY","MYRCELLA",8,"TOMMEN"
"CERSEI","ROBERT",86,"TOMMEN"
"HOUND","ROBERT",6,"TOMMEN"
"JOFFREY","ROBERT",33,"TOMMEN"
"LANCEL","ROBERT",15,"TOMMEN"
"LORAS","ROBERT",3,"TOMMEN"
"MYRCELLA","ROBERT",2,"TOMMEN"
"CERSEI","SANSA",116,"TOMMEN"
"HOUND","SANSA",59,"TOMMEN"
"ILYN_PAYNE","SANSA",8,"TOMMEN"
"JOFFREY","SANSA",147,"TOMMEN"
"LANCEL","SANSA",4,"TOMMEN"
"LORAS","SANSA",35,"TOMMEN"
"MERYN_TRANT","SANSA",20,"TOMMEN"
"MYRCELLA","SANSA",5,"TOMMEN"
"ROBERT","SANSA",17,"TOMMEN"
"CERSEI","SHAE",21,"TOMMEN"
"HOUND","SHAE",3,"TOMMEN"
"ILYN_PAYNE","SHAE",4,"TOMMEN"
"JOFFREY","SHAE",5,"TOMMEN"
"LANCEL","SHAE",2,"TOMMEN"
"LORAS","SHAE",2,"TOMMEN"
"SANSA","SHAE",105,"TOMMEN"
"CERSEI","TYRION",290,"TOMMEN"
"HOUND","TYRION",39,"TOMMEN"
"JOFFREY","TYRION",121,"TOMMEN"
"LANCEL","TYRION",37,"TOMMEN"
"LORAS","TYRION",48,"TOMMEN"
"MERYN_TRANT","TYRION",23,"TOMMEN"
"MYRCELLA","TYRION",16,"TOMMEN"
"ROBERT","TYRION",10,"TOMMEN"
"SANSA","TYRION",110,"TOMMEN"
"SHAE","TYRION",243,"TOMMEN"
"ARYA","BRAN",5,"TYRION"
"ARYA","CATELYN",14,"TYRION"
"BALON","CATELYN",2,"TYRION"
"BENJEN","CATELYN",2,"TYRION"
"BRAN","CATELYN",44,"TYRION"
"BRONN","CATELYN",7,"TYRION"
"ARYA","CERSEI",20,"TYRION"
"BENJEN","CERSEI",2,"TYRION"
"BRAN","CERSEI",4,"TYRION"
"BRONN","CERSEI",5,"TYRION"
"CATELYN","CERSEI",22,"TYRION"
"BRAN","HODOR",78,"TYRION"
"ARYA","HOUND",89,"TYRION"
"BRAN","HOUND",2,"TYRION"
"BRONN","HOUND",13,"TYRION"
"CATELYN","HOUND",4,"TYRION"
"CERSEI","HOUND",12,"TYRION"
"ARYA","JAIME",3,"TYRION"
"BRAN","JAIME",9,"TYRION"
"CATELYN","JAIME",61,"TYRION"
"CERSEI","JAIME",69,"TYRION"
"HOUND","JAIME",2,"TYRION"
"BRONN","JANOS",3,"TYRION"
"CERSEI","JANOS",11,"TYRION"
"BENJEN","JEOR",2,"TYRION"
"CERSEI","JEOR",2,"TYRION"
"GRENN","JEOR",11,"TYRION"
"CERSEI","JOANNA",2,"TYRION"
"ARYA","JOFFREY",33,"TYRION"
"BRAN","JOFFREY",3,"TYRION"
"BRONN","JOFFREY",13,"TYRION"
"CATELYN","JOFFREY",6,"TYRION"
"CERSEI","JOFFREY",158,"TYRION"
"HOUND","JOFFREY",67,"TYRION"
"JAIME","JOFFREY",13,"TYRION"
"JANOS","JOFFREY",4,"TYRION"
"JEOR","JOFFREY",2,"TYRION"
"ARYA","JON",20,"TYRION"
"BENJEN","JON",33,"TYRION"
"BRAN","JON",27,"TYRION"
"CATELYN","JON",16,"TYRION"
"CERSEI","JON",3,"TYRION"
"GRENN","JON",30,"TYRION"
"HODOR","JON",2,"TYRION"
"JAIME","JON",12,"TYRION"
"JEOR","JON",99,"TYRION"
"JOFFREY","JON",2,"TYRION"
"ARYA","KEVAN",2,"TYRION"
"BRONN","KEVAN",2,"TYRION"
"JAIME","KEVAN",5,"TYRION"
"BRONN","LANCEL",6,"TYRION"
"CERSEI","LANCEL",27,"TYRION"
"HOUND","LANCEL",9,"TYRION"
"JOFFREY","LANCEL",12,"TYRION"
"KEVAN","LEO_LEFFORD",2,"TYRION"
"ARYA","LITTLEFINGER",13,"TYRION"
"CATELYN","LITTLEFINGER",50,"TYRION"
"CERSEI","LITTLEFINGER",51,"TYRION"
"HOUND","LITTLEFINGER",5,"TYRION"
"JAIME","LITTLEFINGER",7,"TYRION"
"JANOS","LITTLEFINGER",6,"TYRION"
"JOFFREY","LITTLEFINGER",19,"TYRION"
"BRONN","LORAS",2,"TYRION"
"CATELYN","LORAS",9,"TYRION"
"CERSEI","LORAS",20,"TYRION"
"HOUND","LORAS",4,"TYRION"
"JAIME","LORAS",2,"TYRION"
"JOFFREY","LORAS",16,"TYRION"
"LITTLEFINGER","LORAS",17,"TYRION"
"BRONN","LYSA",5,"TYRION"
"CATELYN","LYSA",30,"TYRION"
"JEOR","MAESTER_AEMON",9,"TYRION"
"JON","MAESTER_AEMON",28,"TYRION"
"BRAN","MAESTER_LUWIN",84,"TYRION"
"CATELYN","MAESTER_LUWIN",26,"TYRION"
"HODOR","MAESTER_LUWIN",9,"TYRION"
"BRONN","MARILLION",2,"TYRION"
"CATELYN","MARILLION",4,"TYRION"
"JOFFREY","MARILLION",14,"TYRION"
"CATELYN","MASHA_HEDDLE",3,"TYRION"
"ARYA","MERYN_TRANT",7,"TYRION"
"BRONN","MERYN_TRANT",13,"TYRION"
"CERSEI","MERYN_TRANT",15,"TYRION"
"HOUND","MERYN_TRANT",15,"TYRION"
"JOFFREY","MERYN_TRANT",29,"TYRION"
"MARILLION","MERYN_TRANT",2,"TYRION"
"BRONN","MORD",3,"TYRION"
"CATELYN","MORD",5,"TYRION"
"LYSA","MORD",5,"TYRION"
"CERSEI","MYRCELLA",12,"TYRION"
"JOFFREY","MYRCELLA",8,"TYRION"
"LITTLEFINGER","MYRCELLA",2,"TYRION"
"ARYA","NED",94,"TYRION"
"BALON","NED",5,"TYRION"
"BENJEN","NED",14,"TYRION"
"BRAN","NED",34,"TYRION"
"CATELYN","NED",77,"TYRION"
"CERSEI","NED",92,"TYRION"
"HOUND","NED",14,"TYRION"
"JAIME","NED",60,"TYRION"
"JANOS","NED",13,"TYRION"
"JEOR","NED",3,"TYRION"
"JOFFREY","NED",47,"TYRION"
"JON","NED",36,"TYRION"
"LANCEL","NED",4,"TYRION"
"LITTLEFINGER","NED",107,"TYRION"
"LORAS","NED",4,"TYRION"
"MAESTER_LUWIN","NED",5,"TYRION"
"MERYN_TRANT","NED",3,"TYRION"
"ARYA","PYCELLE",3,"TYRION"
"BRONN","PYCELLE",8,"TYRION"
"CERSEI","PYCELLE",33,"TYRION"
"JAIME","PYCELLE",2,"TYRION"
"JANOS","PYCELLE",4,"TYRION"
"JOFFREY","PYCELLE",21,"TYRION"
"LITTLEFINGER","PYCELLE",27,"TYRION"
"LORAS","PYCELLE",5,"TYRION"
"NED","PYCELLE",68,"TYRION"
"GRENN","PYP",36,"TYRION"
"JEOR","PYP",10,"TYRION"
"JON","PYP",47,"TYRION"
"MAESTER_AEMON","PYP",6,"TYRION"
"NED","PYP",3,"TYRION"
"GRENN","RAST",23,"TYRION"
"JEOR","RAST",19,"TYRION"
"JON","RAST",7,"TYRION"
"PYP","RAST",10,"TYRION"
"ARYA","ROBB",15,"TYRION"
"BALON","ROBB",10,"TYRION"
"BENJEN","ROBB",5,"TYRION"
"BRAN","ROBB",59,"TYRION"
"CATELYN","ROBB",224,"TYRION"
"CERSEI","ROBB",12,"TYRION"
"HODOR","ROBB",3,"TYRION"
"HOUND","ROBB",4,"TYRION"
"JAIME","ROBB",44,"TYRION"
"JOFFREY","ROBB",27,"TYRION"
"JON","ROBB",25,"TYRION"
"LITTLEFINGER","ROBB",3,"TYRION"
"LORAS","ROBB",2,"TYRION"
"MAESTER_LUWIN","ROBB",17,"TYRION"
"NED","ROBB",38,"TYRION"
"ARYA","ROBERT",10,"TYRION"
"BENJEN","ROBERT",2,"TYRION"
"BRAN","ROBERT",7,"TYRION"
"CATELYN","ROBERT",15,"TYRION"
"CERSEI","ROBERT",86,"TYRION"
"HOUND","ROBERT",6,"TYRION"
"JAIME","ROBERT",23,"TYRION"
"JEOR","ROBERT",3,"TYRION"
"JOFFREY","ROBERT",33,"TYRION"
"JON","ROBERT",3,"TYRION"
"LANCEL","ROBERT",15,"TYRION"
"LITTLEFINGER","ROBERT",14,"TYRION"
"LORAS","ROBERT",3,"TYRION"
"MAESTER_LUWIN","ROBERT",2,"TYRION"
"MYRCELLA","ROBERT",2,"TYRION"
"NED","ROBERT",199,"TYRION"
"PYCELLE","ROBERT",14,"TYRION"
"ROBB","ROBERT",5,"TYRION"
"BRONN","ROBIN",3,"TYRION"
"CATELYN","ROBIN",10,"TYRION"
"LITTLEFINGER","ROBIN",3,"TYRION"
"LYSA","ROBIN",30,"TYRION"
"MORD","ROBIN",3,"TYRION"
"MYRCELLA","ROBIN",3,"TYRION"
"BRAN","RODRIK",23,"TYRION"
"BRONN","RODRIK",6,"TYRION"
"CATELYN","RODRIK",28,"TYRION"
"JON","RODRIK",2,"TYRION"
"MAESTER_LUWIN","RODRIK",7,"TYRION"
"MARILLION","RODRIK",5,"TYRION"
"MORD","RODRIK",2,"TYRION"
"NED","RODRIK",12,"TYRION"
"ROBB","RODRIK",16,"TYRION"
"ARYA","SANSA",61,"TYRION"
"BRAN","SANSA",2,"TYRION"
"BRONN","SANSA",7,"TYRION"
"CATELYN","SANSA",20,"TYRION"
"CERSEI","SANSA",116,"TYRION"
"HOUND","SANSA",59,"TYRION"
"JAIME","SANSA",2,"TYRION"
"JOFFREY","SANSA",147,"TYRION"
"LANCEL","SANSA",4,"TYRION"
"LITTLEFINGER","SANSA",67,"TYRION"
"LORAS","SANSA",35,"TYRION"
"MAESTER_LUWIN","SANSA",2,"TYRION"
"MERYN_TRANT","SANSA",20,"TYRION"
"MYRCELLA","SANSA",5,"TYRION"
"NED","SANSA",57,"TYRION"
"PYCELLE","SANSA",15,"TYRION"
"ROBB","SANSA",19,"TYRION"
"ROBERT","SANSA",17,"TYRION"
"BRONN","SHAE",15,"TYRION"
"CERSEI","SHAE",21,"TYRION"
"HOUND","SHAE",3,"TYRION"
"JOFFREY","SHAE",5,"TYRION"
"LANCEL","SHAE",2,"TYRION"
"LITTLEFINGER","SHAE",3,"TYRION"
"LORAS","SHAE",2,"TYRION"
"SANSA","SHAE",105,"TYRION"
"BRONN","SHAGGA",5,"TYRION"
"KEVAN","SHAGGA",2,"TYRION"
"CATELYN","STANNIS",13,"TYRION"
"CERSEI","STANNIS",9,"TYRION"
"HOUND","STANNIS",2,"TYRION"
"JAIME","STANNIS",6,"TYRION"
"JOFFREY","STANNIS",11,"TYRION"
"KEVAN","STANNIS",2,"TYRION"
"LANCEL","STANNIS",3,"TYRION"
"LITTLEFINGER","STANNIS",11,"TYRION"
"LORAS","STANNIS",5,"TYRION"
"NED","STANNIS",14,"TYRION"
"ROBB","STANNIS",11,"TYRION"
"ROBERT","STANNIS",14,"TYRION"
"SANSA","STANNIS",2,"TYRION"
"BALON","THEON",74,"TYRION"
"BRAN","THEON",75,"TYRION"
"CATELYN","THEON",16,"TYRION"
"HODOR","THEON",8,"TYRION"
"JAIME","THEON",4,"TYRION"
"JON","THEON",7,"TYRION"
"MAESTER_LUWIN","THEON",61,"TYRION"
"NED","THEON",18,"TYRION"
"ROBB","THEON",87,"TYRION"
"ROBERT","THEON",2,"TYRION"
"RODRIK","THEON",31,"TYRION"
"CERSEI","TOMMEN",25,"TYRION"
"HOUND","TOMMEN",2,"TYRION"
"JOFFREY","TOMMEN",8,"TYRION"
"LANCEL","TOMMEN",2,"TYRION"
"LORAS","TOMMEN",2,"TYRION"
"MERYN_TRANT","TOMMEN",2,"TYRION"
"MYRCELLA","TOMMEN",5,"TYRION"
"ROBERT","TOMMEN",4,"TYRION"
"SANSA","TOMMEN",9,"TYRION"
"SHAE","TOMMEN",3,"TYRION"
"JAIME","TYSHA",2,"TYRION"
"ARYA","TYWIN",103,"TYRION"
"BRONN","TYWIN",10,"TYRION"
"CATELYN","TYWIN",6,"TYRION"
"CERSEI","TYWIN",75,"TYRION"
"JAIME","TYWIN",53,"TYRION"
"JOANNA","TYWIN",3,"TYRION"
"JOFFREY","TYWIN",61,"TYRION"
"KEVAN","TYWIN",21,"TYRION"
"LITTLEFINGER","TYWIN",36,"TYRION"
"LORAS","TYWIN",12,"TYRION"
"LYSA","TYWIN",2,"TYRION"
"NED","TYWIN",13,"TYRION"
"PYCELLE","TYWIN",12,"TYRION"
"ROBB","TYWIN",22,"TYRION"
"ROBERT","TYWIN",10,"TYRION"
"RODRIK","TYWIN",2,"TYRION"
"SANSA","TYWIN",14,"TYRION"
"SHAE","TYWIN",8,"TYRION"
"SHAGGA","TYWIN",6,"TYRION"
"STANNIS","TYWIN",6,"TYRION"
"BRONN","VARDIS_EGEN",4,"TYRION"
"CATELYN","VARDIS_EGEN",13,"TYRION"
"LYSA","VARDIS_EGEN",7,"TYRION"
"MORD","VARDIS_EGEN",3,"TYRION"
"ROBIN","VARDIS_EGEN",3,"TYRION"
"ARYA","VARYS",7,"TYRION"
"BRONN","VARYS",11,"TYRION"
"CATELYN","VARYS",11,"TYRION"
"CERSEI","VARYS",29,"TYRION"
"JANOS","VARYS",8,"TYRION"
"JOFFREY","VARYS",26,"TYRION"
"LITTLEFINGER","VARYS",98,"TYRION"
"LYSA","VARYS",2,"TYRION"
"NED","VARYS",102,"TYRION"
"PYCELLE","VARYS",27,"TYRION"
"ROBB","VARYS",4,"TYRION"
"ROBERT","VARYS",11,"TYRION"
"SANSA","VARYS",15,"TYRION"
"SHAE","VARYS",33,"TYRION"
"STANNIS","VARYS",4,"TYRION"
"THEON","VARYS",3,"TYRION"
"TYWIN","VARYS",15,"TYRION"
"CATELYN","WALDER",53,"TYRION"
"ROBB","WALDER",33,"TYRION"
"THEON","WALDER",3,"TYRION"
"TYWIN","WALDER",2,"TYRION"
"ARYA","YOREN",38,"TYRION"
"BENJEN","YOREN",5,"TYRION"
"CATELYN","YOREN",3,"TYRION"
"CERSEI","YOREN",2,"TYRION"
"HOUND","YOREN",2,"TYRION"
"JOFFREY","YOREN",3,"TYRION"
"LITTLEFINGER","YOREN",2,"TYRION"
"MARILLION","YOREN",2,"TYRION"
"NED","YOREN",15,"TYRION"
"PYCELLE","YOREN",2,"TYRION"
"SANSA","YOREN",4,"TYRION"
"VARYS","YOREN",3,"TYRION"
"CERSEI","MANDON",3,"TYRION"
"JOFFREY","MANDON",4,"TYRION"
"BRONN","MARGAERY",2,"TYRION"
"CATELYN","MARGAERY",5,"TYRION"
"CERSEI","MARGAERY",33,"TYRION"
"JOFFREY","MARGAERY",68,"TYRION"
"LITTLEFINGER","MARGAERY",28,"TYRION"
"LORAS","MARGAERY",44,"TYRION"
"PYCELLE","MARGAERY",2,"TYRION"
"SANSA","MARGAERY",63,"TYRION"
"STANNIS","MARGAERY",2,"TYRION"
"TYWIN","MARGAERY",6,"TYRION"
"BRONN","PODRICK",23,"TYRION"
"CERSEI","PODRICK",6,"TYRION"
"HOUND","PODRICK",4,"TYRION"
"JANOS","PODRICK",3,"TYRION"
"JOFFREY","PODRICK",5,"TYRION"
"LITTLEFINGER","PODRICK",2,"TYRION"
"MERYN_TRANT","PODRICK",3,"TYRION"
"PYCELLE","PODRICK",3,"TYRION"
"SANSA","PODRICK",2,"TYRION"
"SHAE","PODRICK",6,"TYRION"
"VARYS","PODRICK",10,"TYRION"
"MANDON","PODRICK",6,"TYRION"
"BRONN","TIMETT",4,"TYRION"
"PYCELLE","TIMETT",5,"TYRION"
"MYRCELLA","TRYSTANE",2,"TYRION"
"SANSA","DESMOND",2,"TYRION"
"BRONN","OLENNA",2,"TYRION"
"CERSEI","OLENNA",24,"TYRION"
"JOFFREY","OLENNA",8,"TYRION"
"LORAS","OLENNA",10,"TYRION"
"PYCELLE","OLENNA",2,"TYRION"
"ROBERT","OLENNA",3,"TYRION"
"SANSA","OLENNA",30,"TYRION"
"TYWIN","OLENNA",35,"TYRION"
"VARYS","OLENNA",38,"TYRION"
"MARGAERY","OLENNA",21,"TYRION"
"PODRICK","OLENNA",3,"TYRION"
"AERYS","CATELYN",2,"TYWIN"
"ARYA","CATELYN",14,"TYWIN"
"BRONN","CATELYN",7,"TYWIN"
"ARYA","CERSEI",20,"TYWIN"
"BRONN","CERSEI",5,"TYWIN"
"CATELYN","CERSEI",22,"TYWIN"
"ARYA","GENDRY",130,"TYWIN"
"CATELYN","GREATJON_UMBER",11,"TYWIN"
"AERYS","JAIME",9,"TYWIN"
"ARYA","JAIME",3,"TYWIN"
"CATELYN","JAIME",61,"TYWIN"
"CERSEI","JAIME",69,"TYWIN"
"GREATJON_UMBER","JAIME",3,"TYWIN"
"CERSEI","JOANNA",2,"TYWIN"
"AERYS","JOFFREY",2,"TYWIN"
"ARYA","JOFFREY",33,"TYWIN"
"BRONN","JOFFREY",13,"TYWIN"
"CATELYN","JOFFREY",6,"TYWIN"
"CERSEI","JOFFREY",158,"TYWIN"
"JAIME","JOFFREY",13,"TYWIN"
"ADDAM_MARBRAND","KEVAN",3,"TYWIN"
"ARYA","KEVAN",2,"TYWIN"
"BRONN","KEVAN",2,"TYWIN"
"JAIME","KEVAN",5,"TYWIN"
"ARYA","LITTLEFINGER",13,"TYWIN"
"CATELYN","LITTLEFINGER",50,"TYWIN"
"CERSEI","LITTLEFINGER",51,"TYWIN"
"JAIME","LITTLEFINGER",7,"TYWIN"
"JOFFREY","LITTLEFINGER",19,"TYWIN"
"BRONN","LORAS",2,"TYWIN"
"CATELYN","LORAS",9,"TYWIN"
"CERSEI","LORAS",20,"TYWIN"
"JAIME","LORAS",2,"TYWIN"
"JOFFREY","LORAS",16,"TYWIN"
"LITTLEFINGER","LORAS",17,"TYWIN"
"BRONN","LYSA",5,"TYWIN"
"CATELYN","LYSA",30,"TYWIN"
"ARYA","MOUNTAIN",6,"TYWIN"
"GENDRY","MOUNTAIN",3,"TYWIN"
"LITTLEFINGER","MOUNTAIN",6,"TYWIN"
"LORAS","MOUNTAIN",4,"TYWIN"
"AERYS","NED",10,"TYWIN"
"ARYA","NED",94,"TYWIN"
"CATELYN","NED",77,"TYWIN"
"CERSEI","NED",92,"TYWIN"
"GENDRY","NED",14,"TYWIN"
"GREATJON_UMBER","NED",2,"TYWIN"
"JAIME","NED",60,"TYWIN"
"JOFFREY","NED",47,"TYWIN"
"LITTLEFINGER","NED",107,"TYWIN"
"LORAS","NED",4,"TYWIN"
"MOUNTAIN","NED",5,"TYWIN"
"AERYS","PYCELLE",2,"TYWIN"
"ARYA","PYCELLE",3,"TYWIN"
"BRONN","PYCELLE",8,"TYWIN"
"CERSEI","PYCELLE",33,"TYWIN"
"JAIME","PYCELLE",2,"TYWIN"
"JOFFREY","PYCELLE",21,"TYWIN"
"LITTLEFINGER","PYCELLE",27,"TYWIN"
"LORAS","PYCELLE",5,"TYWIN"
"NED","PYCELLE",68,"TYWIN"
"AERYS","RENLY",2,"TYWIN"
"CATELYN","RENLY",30,"TYWIN"
"CERSEI","RENLY",3,"TYWIN"
"GREATJON_UMBER","RENLY",2,"TYWIN"
"JAIME","RENLY",6,"TYWIN"
"JOFFREY","RENLY",8,"TYWIN"
"LITTLEFINGER","RENLY",37,"TYWIN"
"LORAS","RENLY",73,"TYWIN"
"NED","RENLY",30,"TYWIN"
"PYCELLE","RENLY",8,"TYWIN"
"ARYA","ROBB",15,"TYWIN"
"CATELYN","ROBB",224,"TYWIN"
"CERSEI","ROBB",12,"TYWIN"
"GREATJON_UMBER","ROBB",31,"TYWIN"
"JAIME","ROBB",44,"TYWIN"
"JOFFREY","ROBB",27,"TYWIN"
"LITTLEFINGER","ROBB",3,"TYWIN"
"LORAS","ROBB",2,"TYWIN"
"MOUNTAIN","ROBB",3,"TYWIN"
"NED","ROBB",38,"TYWIN"
"RENLY","ROBB",11,"TYWIN"
"AERYS","ROBERT",12,"TYWIN"
"ARYA","ROBERT",10,"TYWIN"
"CATELYN","ROBERT",15,"TYWIN"
"CERSEI","ROBERT",86,"TYWIN"
"GENDRY","ROBERT",3,"TYWIN"
"JAIME","ROBERT",23,"TYWIN"
"JOFFREY","ROBERT",33,"TYWIN"
"LITTLEFINGER","ROBERT",14,"TYWIN"
"LORAS","ROBERT",3,"TYWIN"
"MOUNTAIN","ROBERT",4,"TYWIN"
"NED","ROBERT",199,"TYWIN"
"PYCELLE","ROBERT",14,"TYWIN"
"RENLY","ROBERT",35,"TYWIN"
"ROBB","ROBERT",5,"TYWIN"
"BRONN","RODRIK",6,"TYWIN"
"CATELYN","RODRIK",28,"TYWIN"
"GREATJON_UMBER","RODRIK",7,"TYWIN"
"NED","RODRIK",12,"TYWIN"
"ROBB","RODRIK",16,"TYWIN"
"ARYA","ROOSE_BOLTON",2,"TYWIN"
"CATELYN","ROOSE_BOLTON",17,"TYWIN"
"JAIME","ROOSE_BOLTON",29,"TYWIN"
"NED","ROOSE_BOLTON",2,"TYWIN"
"ROBB","ROOSE_BOLTON",51,"TYWIN"
"AERYS","SANSA",2,"TYWIN"
"ARYA","SANSA",61,"TYWIN"
"BRONN","SANSA",7,"TYWIN"
"CATELYN","SANSA",20,"TYWIN"
"CERSEI","SANSA",116,"TYWIN"
"JAIME","SANSA",2,"TYWIN"
"JOFFREY","SANSA",147,"TYWIN"
"LITTLEFINGER","SANSA",67,"TYWIN"
"LORAS","SANSA",35,"TYWIN"
"MOUNTAIN","SANSA",4,"TYWIN"
"NED","SANSA",57,"TYWIN"
"PYCELLE","SANSA",15,"TYWIN"
"RENLY","SANSA",7,"TYWIN"
"ROBB","SANSA",19,"TYWIN"
